"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
2006,"B3","Narrabundah College 2","City",,,,N/A,,,0,15,10,0,0,0,0,0,25,20,0,20,45,,,30,0,55,50,20,155,,16,212,8,9,10,0,5,0,15,30,15,10,0,15,15,55,5,5,20,0,0,30,,,,,,,115,9,9,-1.28,,,527,,20
2006,"B4","Hawker College","City",38,33,19,90,1,1,0,15,20,20,0,0,30,0,85,6,14,20,105,7,9,30,60,60,40,20,210,4,4,228,3,3,10,10,5,0,15,40,0,0,10,15,15,40,5,0,20,20,10,55,,,,,,,135,4,4,0.75,3,3,768,3,3
2006,"B5","Karabar High School","Country",,,,N/A,,,0,15,0,0,25,0,0,0,40,0,0,0,40,6,,40,60,40,20,15,175,1,9,172,6,,10,0,5,0,15,30,15,10,10,15,0,50,0,5,20,0,0,25,,,,,,,105,1,13,0.60,1,7,492,5,
2006,"B6","HawNarDar","City",,,,N/A,,,0,0,0,20,0,0,30,0,50,3,0,3,53,,,50,25,60,60,20,215,3,3,188,,,10,0,5,0,15,30,0,0,10,15,0,25,5,0,20,20,10,55,,,,,,,110,,11,-0.02,,14,566,,15
2006,"B7","Lake Ginninderra College","City",36,29,17,82,4,5,15,0,20,20,25,0,30,30,140,25,0,25,165,1,1,60,50,60,35,40,245,1,1,236,1,1,10,10,5,0,15,40,0,0,0,15,0,15,5,5,20,20,0,50,10,0,0,0,0,10,115,9,9,1.66,1,1,843,1,1
2006,"B8","Lake Tuggeranong College","City",36,26,15,77,6,10,0,15,0,20,0,0,30,0,65,0,0,0,65,,,0,10,5,30,5,50,,,204,,14,10,0,5,0,15,30,0,10,0,15,15,40,0,0,20,0,0,20,,,,,,,90,,20,-1.78,,,486,,
2006,"C1","MacKillop Catholic College","City",27,29,14,70,10,14,0,15,10,20,0,0,30,0,75,0,0,0,75,,17,20,0,25,15,60,120,,,200,,15,10,0,5,0,15,30,0,0,0,15,0,15,5,5,20,0,0,30,,,,,,,75,,,0.66,5,5,540,,17
2006,"C2","Marist College","City",34,31,16,81,5,7,0,15,20,0,0,0,30,30,95,30,0,30,125,3,5,60,60,20,25,60,225,2,2,236,1,1,10,0,5,0,15,30,0,10,0,15,0,25,5,0,20,0,0,25,,,,,,,80,,,-0.40,,20,747,4,4
2006,"C3","Merici College","City",,,,N/A,,,10,0,0,20,0,0,30,0,60,0,0,0,60,,,10,50,0,35,0,95,,,188,,,10,0,5,5,15,35,0,10,10,15,0,35,5,0,20,0,0,25,,,,,,,95,,14,-0.70,,,438,,
2006,"C4","Monaro High School","Country",,,,N/A,,,10,15,0,20,0,0,20,0,65,25,0,25,90,3,12,30,15,35,25,35,140,8,19,116,10,,10,0,5,0,0,15,0,0,10,15,0,25,5,5,20,0,0,30,,,,,,,70,9,,-0.36,5,18,416,10,
2006,"C5","Moruya High School","Country",33,31,18,82,2,5,0,0,0,0,25,0,0,0,25,4,0,4,29,9,,30,5,50,30,35,150,6,17,224,1,4,10,0,5,0,0,15,0,10,10,15,0,35,5,0,20,0,0,25,,,,,,,75,7,,-0.17,4,16,560,2,16
2006,"C6","Narooma High School","Country",33,28,17,78,4,9,10,0,0,0,0,0,0,0,10,6,0,6,16,,,60,55,60,0,0,175,1,9,168,7,,10,0,5,0,15,30,15,0,10,15,0,40,5,0,20,0,0,25,,,,,,,95,2,14,-0.39,6,19,532,3,19
2006,"C7","Narrabundah College","City",30,25,14,69,,16,0,15,20,0,0,0,30,30,95,30,14,44,139,2,2,40,20,45,45,60,210,4,4,224,4,4,10,0,5,0,15,30,0,10,0,15,0,25,5,5,20,20,10,60,0,0,15,0,0,15,130,6,6,0.73,4,4,772,2,2
2006,"C8","Erindale College 2","City",,,,N/A,,,0,15,0,0,25,0,30,0,70,0,0,0,70,,19,20,45,25,50,0,140,,19,180,,,10,0,5,0,0,15,0,0,0,15,0,15,5,0,20,0,0,25,,,,,,,55,,,-1.60,,,445,,
2006,"D1","Radford College","City",36,15,13,64,,,10,15,20,0,0,0,30,0,75,0,0,0,75,,17,40,50,40,50,20,200,6,6,212,8,9,10,10,5,0,0,25,15,10,0,15,15,55,5,5,20,20,0,50,10,0,0,20,0,30,160,2,2,-0.30,,17,711,7,7
2006,"D2","Karabar 1 & Warrick","Country",,,,N/A,,,10,0,0,0,0,0,30,0,40,0,0,0,40,6,,20,60,25,45,25,175,1,9,196,3,18,10,0,5,0,15,30,0,10,0,15,15,40,0,0,20,0,0,20,,,,,,,90,5,20,0.39,2,8,501,4,
2006,"D3","St Clare's College","City",30,29,15,74,8,12,0,0,20,20,25,0,30,0,95,3,5,8,103,9,11,20,20,0,40,10,90,,,196,,18,10,0,5,0,15,30,15,10,10,15,0,50,5,0,20,0,10,35,0,0,15,20,0,35,150,3,3,0.61,6,6,613,,13
2006,"D4","St Edmund's College","City",29,25,13,67,,,0,15,20,20,0,0,30,0,85,0,0,0,85,10,13,0,0,20,30,40,90,,,128,,,10,0,5,0,0,15,0,10,0,0,0,10,5,0,20,0,10,35,0,0,0,20,0,20,80,,,-0.67,,,450,,
2006,"D5","Sydney Tech. High School","City",32,27,17,76,7,11,10,15,10,20,0,0,30,0,85,6,18,24,109,6,8,0,30,25,15,60,130,,,220,7,8,10,0,5,5,15,35,0,10,0,15,15,40,0,5,20,0,0,25,0,0,0,20,0,20,120,7,7,-0.86,,,655,9,9
2006,"D6","Canberra College Woden","City",28,27,14,69,,16,0,15,0,20,0,0,30,0,65,3,0,3,68,,20,30,15,35,45,0,125,,,184,,,10,10,5,0,0,25,0,10,0,15,15,40,5,0,20,0,0,25,,,,,,,90,,20,-0.43,,,536,,18
2006,"D7","Wellington High School","Country",,,,N/A,,,0,15,0,20,0,0,10,0,45,0,0,0,45,5,,20,0,10,10,55,95,9,,128,9,,10,0,5,0,15,30,0,0,0,15,0,15,0,0,20,0,10,30,0,0,0,0,0,0,75,7,,-0.77,10,,343,,
2006,"D8","Young Narooma High Schools","Country",,,,N/A,,,0,0,0,20,0,0,0,0,20,3,0,3,23,10,,0,60,35,30,25,150,6,17,200,2,15,10,10,5,0,0,25,0,0,10,0,15,25,0,0,20,0,0,20,,,,,,,70,9,,-0.53,8,,443,9,
