"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
2017,"B6","Moss Vale High School","Country",,,,N/A,,,,15,,,25,,,,40,0,,0,40,4,26,0,40,60,30,45,175,1,12,104,1,23,10,10,0,5,0,25,15,10,0,0,15,40,0,5,0,0,0,5,,,,,,,70,2,24,0.24,2,13,389,1,24
2017,"B7","Sthn Hlands Christian 2","Country",,,,N/A,,,,15,,10,25,,,,50,0,,0,50,3,22,35,0,0,60,55,150,4,21,80,5,33,10,0,0,0,15,25,0,10,0,15,0,25,,,,,,,,,,,,,50,4,30,-0.66,7,35,330,3,32
2017,"B8","Burgmann Anglican 2","City",,,,N/A,,,,,,,25,25,,,50,0,,0,50,20,22,25,60,50,0,20,155,16,18,124,21,21,10,10,5,0,15,40,15,0,10,0,0,25,0,5,0,0,0,5,,,,,,,70,23,24,-0.02,18,22,399,22,22
2017,"B9","Batemans Bay High","Country",,,,N/A,,,,15,,10,,,,,25,0,,0,25,6,34,40,15,25,30,5,115,5,30,100,2,25,10,0,0,5,10,25,15,10,0,0,0,25,0,5,0,0,0,5,,,,,,,55,3,29,0.10,3,16,295,5,34
2017,"BT","Marist College 2","City",,,,N/A,,,15,15,,,25,25,,,80,0,,0,80,15,16,50,10,30,15,10,115,26,30,140,18,18,10,10,0,5,0,25,15,10,10,0,15,50,0,5,20,0,0,25,0,0,0,0,0,0,100,16,16,0.07,15,18,435,19,19
2017,"C1","Daramalan College","City",,,,N/A,,,,15,,,,,20,,35,0,,0,35,25,30,35,0,60,40,40,175,12,12,88,27,30,10,10,0,5,0,25,0,,,,,0,0,0,0,0,0,0,0,0,0,0,20,20,45,28,32,-0.44,20,26,343,29,31
2017,"C2","Hawker College","City",,,,N/A,,,15,,,20,25,,10,,70,0,,0,70,18,19,15,30,50,0,50,145,19,23,172,13,13,10,10,5,5,15,45,0,10,10,15,0,35,0,5,0,20,0,25,0,0,0,0,0,0,105,12,12,0.07,16,19,492,14,14
2017,"C3","St Clare's College","City",,,,N/A,,,,15,20,20,25,,20,,100,0,,0,100,13,13,10,10,20,0,0,40,31,38,104,23,23,10,0,0,0,15,25,0,10,10,0,15,35,0,5,0,0,0,5,10,15,0,20,,45,110,11,11,0.33,10,11,354,28,30
2017,"C4","Canberra College 1","City",,,,N/A,,,,15,20,,25,25,,,85,35,35,70,155,4,4,60,50,30,20,30,190,5,5,240,1,1,10,10,5,5,15,45,15,10,10,15,15,65,0,5,20,20,10,55,10,15,0,20,0,45,210,1,1,0.59,4,4,795,1,1
2017,"C5","Lake Ginninderra 2","City",,,,N/A,,,15,15,,,,,,,30,0,,0,30,27,32,25,50,20,30,60,185,9,9,144,17,17,10,10,0,5,0,25,15,10,0,0,0,25,,,,,,,,,,,,,50,27,30,-0.64,27,33,409,20,20
2017,"C6","Sydney Tech High  1","City",,,,N/A,,,15,15,,20,25,,30,,105,35,35,70,175,2,2,50,20,50,20,40,180,11,11,216,5,5,10,10,5,5,15,45,0,10,0,15,0,25,0,5,20,0,10,35,10,15,0,20,0,45,150,7,7,0.37,9,10,721,3,3
2017,"C7","St Frances Xavier","City",,,,N/A,,,0,,,,,,,,0,0,,0,0,31,38,25,10,0,20,35,90,29,35,68,30,35,10,10,0,0,0,20,0,10,10,0,0,20,0,5,0,0,0,5,,,,,,,45,28,32,-1.60,31,38,203,31,37
2017,"C8","Melba Copland Secondary","City",,,,N/A,,,,15,,,,,,,15,0,,0,15,30,37,35,10,60,0,0,105,28,34,72,29,34,10,0,5,5,0,20,0,0,10,0,0,10,0,5,0,0,0,5,,,,,,,35,31,36,-0.80,30,37,227,30,35
2017,"C9","Monaro High School","Country",,,,N/A,,,15,15,,,,,10,,40,0,,0,40,4,26,30,30,10,30,60,160,2,15,84,4,32,10,0,0,5,0,15,0,0,10,0,15,25,0,5,0,0,0,5,,,,,,,45,5,32,0.50,1,6,329,4,33
2017,"D1","Erindale College","City",,,,N/A,,,,15,,,,,10,,25,,15,15,40,23,26,20,50,60,45,35,210,2,2,88,27,30,10,10,0,5,15,40,0,10,10,0,0,20,0,5,0,0,0,5,0,0,0,0,0,0,65,25,27,0.15,13,15,403,21,21
2017,"D2","Lake Tuggeranong College","City",,,,N/A,,,,15,,,25,,20,,60,0,,0,60,19,20,45,40,40,0,40,165,13,14,124,21,21,10,10,5,5,15,45,0,10,10,15,0,35,0,5,0,20,,25,,,,,,,105,12,12,0.69,3,3,454,16,16
2017,"D3","Trinity Christian School","City",,,,N/A,,,15,15,,,25,25,,,80,0,,0,80,15,16,40,30,0,10,60,140,20,24,176,12,12,10,0,5,5,15,35,0,10,10,0,0,20,0,5,0,0,0,5,0,,,,,0,60,26,28,0.04,17,20,456,15,15
2017,"D4","Sapphire Coast Anglican","Country",,,,N/A,,,,15,,10,,25,10,,60,0,,0,60,2,20,10,60,10,60,15,155,3,18,96,3,26,10,10,0,5,15,40,0,10,10,0,0,20,0,5,0,0,0,5,10,0,0,0,0,10,75,1,21,-0.37,6,25,386,2,25
2017,"D5","St Edmund's College","City",,,,N/A,,,15,15,,10,,,10,,50,0,,0,50,20,22,60,30,40,45,20,195,4,4,92,25,28,10,0,5,0,15,30,0,10,0,0,0,10,0,5,0,0,0,5,,,,,,,45,28,32,0.30,11,12,382,25,27
2017,"D6","Radford College","City",,,,N/A,,,15,15,20,,25,25,10,30,140,0,,0,140,5,5,30,30,10,40,40,150,18,21,216,5,5,10,0,5,5,15,35,15,10,10,15,15,65,5,0,20,0,10,35,,,,,,,135,9,9,-0.44,21,27,641,8,8
2017,"D7","Canberra Girls Gram 2","City",,,,N/A,,,,15,20,20,25,,,,80,0,,0,80,15,16,20,20,10,60,20,130,25,29,168,14,14,10,10,0,0,15,35,0,10,10,0,15,35,0,5,0,0,0,5,,,,,,,75,21,21,-0.66,28,34,453,17,17
2017,"D8","Canberra College 2","City",,,,N/A,,,,15,,,25,25,30,,95,0,,0,95,14,14,50,20,30,40,0,140,20,24,200,8,8,10,10,5,0,15,40,15,10,0,15,0,40,0,5,20,0,0,25,,,,,,,105,12,12,-0.62,25,31,540,12,12
2017,"D9","Sydney Tech. High 2","City",,,,N/A,,,15,,20,20,25,,30,,110,35,35,70,180,1,1,15,20,60,50,40,185,9,9,236,2,2,10,10,5,5,15,45,15,10,10,0,10,45,0,5,20,20,10,55,10,0,15,0,0,25,170,3,3,0.95,2,2,771,2,2
