"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
2018,"B2","Saphire Coast Col","Country",,,,N/A,,,15,,,20,,,,,35,,,0,35,4,22,0,10,30,0,60,100,6,30,92,2,24,,,,5,,5,15,10,,,,25,,,,,,,,,,,,,30,6,32,Not Calculated,,,257,4,29
2018,"B3","Merici College ~","City",,,,N/A,,,,15,,20,25,,,30,90,,,0,90,10,10,30,50,50,60,30,220,5,5,144,13,13,0,0,5,5,0,10,15,10,10,15,15,65,5,0,0,20,0,25,10,0,15,0,0,25,125,3,3,Not Calculated,,,579,7,7
2018,"B4","Sydney Tech 2","City",,,,N/A,,,15,15,,,25,,,30,85,,,0,85,11,11,50,60,60,10,30,210,6,6,172,7,7,10,0,0,5,15,30,15,0,10,15,0,40,5,0,0,0,0,5,,,,,,,75,16,16,Not Calculated,,,542,10,10
2018,"B5","Canberra Col 2","City",,,,N/A,,,,15,,,25,,,15,55,35,35,70,125,5,5,60,60,10,10,20,160,14,15,196,2,2,10,0,0,5,15,30,0,10,10,15,15,50,5,0,0,0,0,5,,,,,,,85,11,11,Not Calculated,,,566,8,8
2018,"B6","Southern Highlands","Country",,,,N/A,,,15,,,,,,,30,45,,,0,45,3,19,10,0,50,40,10,110,4,24,80,5,28,10,0,5,5,15,35,15,,10,0,0,25,,,,,,,,,,,,,60,1,22,Not Calculated,,,295,3,26
2018,"B7","St Francis Xavier","City",,,,N/A,,,,15,,,,,30,,45,35,,35,80,12,13,0,0,10,0,30,40,28,36,88,23,26,10,0,5,5,0,20,0,0,10,15,0,25,,0,0,0,0,0,,,,,,,45,23,27,Not Calculated,,,253,26,30
2018,"B8","Wellington HighSch","Country",,,,N/A,,,,15,,20,,25,,,60,,,0,60,2,14,30,0,0,0,20,50,8,35,84,4,27,0,0,0,0,15,15,15,10,10,0,0,35,,,,,,,,,,,,,50,3,24,Not Calculated,,,244,7,33
2018,"B9","Dickson Col","City",,,,N/A,,,15,15,20,20,,,,15,85,35,35,70,155,3,3,10,50,60,50,20,190,7,8,184,4,4,0,0,5,5,15,25,15,10,10,15,0,50,5,0,0,0,0,5,10,0,15,0,0,25,105,5,5,Not Calculated,,,634,3,3
2018,"C1","St Clares Col","City",,,,N/A,,,,15,,,25,,,,40,,,0,40,17,20,60,60,30,0,0,150,15,17,60,25,32,,10,,5,,15,15,10,0,0,0,25,,,,,,,,,,,,,40,26,30,Not Calculated,,,290,24,27
2018,"C2","Gungahlin Col","City",,,,N/A,,,15,15,,,,,,30,60,35,,35,95,9,9,0,60,60,60,60,240,3,3,172,7,7,0,0,5,5,15,25,15,10,10,15,0,50,5,5,0,0,0,10,,,,,,,85,11,11,Not Calculated,,,592,4,4
2018,"C3","Chevalier College 2 ~","City",,,,N/A,,,15,15,,,,,,,30,,,0,30,19,24,30,30,0,50,40,150,15,17,140,14,14,10,10,0,5,15,40,15,10,10,15,0,50,,,,,,,,,,,,,90,8,8,Not Calculated,,,410,14,14
2018,"C4","St Mary Mackillop Col","City",,,,N/A,,,15,,,,,,,,15,,,0,15,27,33,0,0,60,20,0,80,27,34,80,24,28,10,0,0,5,15,30,0,0,0,0,0,0,,,,,,,,,,,,,30,27,32,Not Calculated,,,205,27,34
2018,"C5","Narrabundah Col 1","City",,,,N/A,,,15,15,,20,,25,,30,105,35,,35,140,4,4,60,10,0,50,0,120,20,23,168,9,9,0,0,0,5,0,5,15,10,10,15,0,50,5,0,0,20,0,25,,,,,,,80,13,13,Not Calculated,,,508,11,11
2018,"C6","Narrabundah Col 2","City",,,,N/A,,,15,15,,20,,25,,30,105,35,35,70,175,2,2,30,10,60,10,60,170,11,12,192,3,3,10,10,5,5,15,45,15,10,10,15,15,65,5,0,20,20,10,55,10,0,15,0,0,25,190,1,1,Not Calculated,,,727,1,1
2018,"C7","Canberra Girls Gram 2 ~","City",,,,N/A,,,15,15,,,,25,,,55,,,0,55,14,16,10,0,60,60,20,150,15,17,124,17,17,0,0,0,0,0,45,0,10,10,15,0,35,,,,,,,,,,,,,80,13,13,Not Calculated,,,409,15,15
2018,"C8","Monaro High","Country",,,,N/A,,,15,,,,,,,,15,,,0,15,7,33,0,50,0,20,30,100,6,30,48,8,35,0,0,0,5,0,5,,,,,,,,,,,,,,,,,,,5,7,35,Not Calculated,,,168,8,36
2018,"C9","Erindale Col","City",,,,N/A,,,15,15,,,25,,,,55,,,0,55,14,16,50,0,30,30,0,110,21,24,44,28,36,0,0,5,5,15,25,0,10,10,15,0,35,5,0,0,0,0,5,,,,,,,65,19,19,Not Calculated,,,274,25,28
2018,"D1","Canberra Girls Gram 1 ~","City",,,,N/A,,,,15,,,,,,15,30,,,0,30,19,24,0,10,10,60,30,110,21,24,140,14,14,10,10,0,5,0,25,15,0,10,15,0,40,5,0,0,0,0,5,,,,,,,70,17,17,Not Calculated,,,350,19,21
2018,"D2","Orana School","City",,,,N/A,,,15,15,,,,,,,30,,,0,30,19,24,30,50,0,60,40,180,8,9,116,18,18,0,0,5,5,0,10,15,0,10,15,0,40,,,,,,,,,,,,,50,22,24,Not Calculated,,,376,18,19
2018,"D3","Marist College ~","City",,,,N/A,,,,,,,25,,,,25,35,,35,60,13,14,60,60,10,0,40,170,11,12,152,10,10,10,0,0,5,15,30,15,0,10,15,0,40,5,5,0,0,0,10,10,0,0,0,0,10,90,8,8,Not Calculated,,,472,13,13
2018,"D4","St Edmunds College","City",,,,N/A,,,,15,,,25,,,15,55,,,0,55,14,16,50,50,0,0,0,100,25,30,100,21,22,10,0,0,5,15,30,15,0,10,15,0,40,,,,,,,,,,,,,70,17,17,Not Calculated,,,325,23,25
2018,"D5","Radford College ~","City",,,,N/A,,,15,15,20,20,25,,30,30,155,35,35,70,225,1,1,0,50,0,50,30,130,19,22,208,1,1,10,10,5,5,15,45,15,0,10,15,15,55,5,0,20,20,0,45,,,,,,,145,2,2,Not Calculated,,,708,2,2
2018,"D6","UCSC Lake Ginninderra","City",,,,N/A,,,15,15,,,,,,,30,,,0,30,19,24,60,0,0,30,20,110,21,24,96,22,23,0,10,0,5,15,30,0,10,10,15,0,35,0,0,0,20,0,20,0,0,15,0,0,15,100,7,7,Not Calculated,,,336,21,23
2018,"D7","Trinity Christian School ~","City",,,,N/A,,,15,,,,25,,,,40,,,0,40,17,20,60,50,60,60,40,270,1,1,176,5,5,10,10,,5,15,40,15,0,10,15,0,40,0,5,0,20,0,25,,,,,,,105,5,5,Not Calculated,,,591,5,5
2018,"D8","Bomaderry","Country",,,,N/A,,,15,,,,,,,,15,,,0,15,7,33,60,10,0,0,40,110,4,24,76,6,30,0,0,0,0,15,15,0,10,10,0,0,20,,,,,,,0,15,0,,,15,50,3,24,Not Calculated,,,251,6,32
2018,"D9","Moss Vale High","Country",,,,N/A,,,15,,20,,,,,,35,,,0,35,4,22,10,50,0,30,50,140,3,20,72,7,31,0,0,0,5,0,5,,,,,,,,,,,,,,,,,,,5,7,35,Not Calculated,,,252,5,31
