"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
1995,"A2","Bega High School              ","Country   ",25,20,10,55,9,28,15,0,0,0,0,5,30,30,80,5,15,20,100,9,22,0,35,40,25,N/A,100,9,22,172,2,15,0,10,0,0,15,25,0,10,10,15,0,35,5,0,0,0,0,5,0,15,15,0,0,30,95,3,16,-0.44,11,26,522,8,26,
1995,"A3","Bowral High School            ","Country   ",25,32,15,72,7,18,15,15,20,0,0,25,10,15,100,9,25,34,134,3,8,0,10,45,35,N/A,90,11,28,100,15,35,10,0,5,5,15,35,0,10,0,15,0,25,5,0,0,0,10,15,0,0,0,0,0,,75,9,26,-0.57,12,28,471,10,29,
1995,"A4","Braidwood Central             ","Country   ",,,,N/A,,,0,15,20,20,0,5,0,15,75,2,12,14,89,11,27,0,25,20,60,N/A,105,8,20,124,12,31,10,0,5,0,15,30,0,10,10,0,0,20,0,5,0,0,0,5,0,0,15,0,0,15,70,11,29,-0.17,9,21,388,13,33,
1995,"A5","Canberra Girls Grammar        ","City      ",25,31,13,69,13,20,15,0,0,0,5,25,10,20,75,5,30,35,110,11,16,60,40,45,45,N/A,190,1,1,192,10,10,10,0,5,0,15,30,15,10,10,15,0,50,5,5,0,0,0,10,0,0,0,0,0,,90,16,20,1.12,1,4,651,7,8,
1995,"A6","Canberra Grammar              ","City      ",20,34,12,66,16,24,0,15,20,20,25,25,15,30,150,5,20,25,175,1,1,45,45,60,15,N/A,165,3,5,152,17,22,10,0,5,0,15,30,15,10,10,15,0,50,5,5,20,0,0,30,10,0,0,0,0,10,120,8,9,-1.00,17,31,678,5,5,
1995,"A8","Copland College               ","City      ",25,30,14,69,13,20,0,0,0,0,0,5,10,15,30,0,18,18,48,20,36,50,30,30,55,N/A,165,3,5,168,14,17,10,0,5,0,15,30,15,10,10,15,0,50,5,0,20,0,10,35,0,0,15,0,0,15,130,7,8,-0.09,12,20,580,13,16,
1995,"A9","Daramalan College             ","City      ",25,36,15,76,8,12,15,0,15,0,5,5,0,20,60,3,10,13,73,19,32,45,35,10,25,N/A,115,11,17,212,3,3,10,0,5,5,15,35,15,10,10,0,0,35,0,5,20,20,0,45,,,,,,,115,10,11,-0.41,15,25,591,12,13,
1995,"AT","Dickson College               ","City      ",15,35,12,62,18,26,15,15,20,20,0,25,10,20,125,3,19,22,147,4,5,15,20,60,20,N/A,115,11,17,204,6,6,10,10,5,5,15,45,15,10,10,15,15,65,5,0,20,0,10,35,10,0,0,0,0,10,155,3,3,0.61,4,9,683,4,4,
1995,"B1","Eden High School              ","Country   ",,,,N/A,,,15,15,15,0,25,5,0,30,105,0,14,14,119,5,13,40,50,30,60,N/A,180,1,3,168,4,17,10,10,5,0,15,40,0,10,10,15,0,35,0,5,0,0,0,5,0,0,0,0,0,,80,8,25,0.43,6,12,547,5,20,
1995,"B2","Erindale College              ","City      ",,,,N/A,,,10,0,20,0,0,25,15,20,90,4,15,19,109,12,17,50,0,50,25,N/A,125,10,16,188,11,11,0,10,5,0,15,30,0,10,10,15,0,35,5,0,20,0,0,25,10,0,15,20,0,45,135,6,7,-0.49,16,27,557,15,19,
