"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
1995,"B3","Hawker College                ","City      ",25,30,14,69,13,20,15,15,0,0,25,5,10,20,90,2,30,32,122,7,10,10,50,50,55,N/A,165,3,5,152,17,22,0,10,5,0,15,30,15,10,10,15,0,50,5,0,20,0,0,25,0,0,0,0,0,,105,13,15,0.16,9,15,613,10,11,
1995,"B4","Karabar High School           ","Country   ",30,25,13,68,8,23,15,15,0,0,0,5,10,20,65,0,35,35,100,9,22,0,45,30,55,N/A,130,6,15,148,7,25,0,0,5,5,15,25,15,10,10,15,15,65,5,0,0,0,0,5,0,0,0,0,0,,95,3,16,1.12,3,3,541,7,22,
1995,"B5","Lake Ginninderra College      ","City      ",25,38,17,80,4,7,15,0,20,0,0,25,30,25,115,0,20,20,135,5,7,0,45,10,25,N/A,80,20,33,212,3,3,10,10,0,5,15,40,0,10,0,15,0,25,5,5,20,20,0,50,0,0,0,0,0,,115,10,11,-1.05,18,32,622,9,10,
1995,"B6","Lake Tuggeranong College      ","City      ",20,38,17,75,9,13,0,0,0,0,0,25,20,20,65,8,20,28,93,16,26,60,60,30,40,N/A,190,1,1,224,1,1,0,10,5,5,15,35,15,10,10,15,0,50,5,5,20,0,10,40,10,15,15,0,0,40,165,2,2,0.80,3,8,747,1,1,
1995,"B7","Leeton High School            ","Country   ",35,25,15,75,5,13,0,0,0,0,0,25,10,20,55,1,0,1,56,15,34,50,15,35,60,N/A,160,4,9,152,6,22,0,10,0,0,15,25,15,10,10,15,0,50,0,0,20,0,0,20,0,15,15,20,0,50,145,1,4,1.09,4,5,588,2,14,
1995,"B8","Marian College                ","Country   ",,,,N/A,,,0,15,0,0,0,25,10,20,70,2,0,2,72,14,33,20,5,40,5,N/A,70,14,34,132,10,29,0,0,5,0,15,20,15,10,0,15,0,40,5,0,0,0,0,5,0,0,0,0,0,,65,12,30,-0.86,14,30,339,14,34,
1995,"B9","Marist College                ","City      ",30,32,15,77,6,9,0,0,20,0,0,25,10,30,85,19,16,35,120,8,12,50,60,30,0,N/A,140,8,13,204,6,6,0,10,5,5,15,35,15,10,10,15,0,50,5,0,20,20,0,45,10,15,0,20,0,45,175,1,1,0.58,5,10,716,3,3,
1995,"BT","Merici College                ","City      ",30,34,17,81,3,6,0,0,20,0,0,25,10,20,75,0,0,0,75,18,31,20,35,35,15,N/A,105,13,20,208,5,5,0,10,5,0,15,30,0,10,10,0,0,20,5,5,0,0,0,10,0,0,0,0,0,,60,19,32,0.17,8,14,529,18,25,
1995,"C1","Monaro High School            ","Country   ",40,33,18,91,1,2,15,15,20,0,0,25,25,20,120,8,20,28,148,1,4,40,15,30,5,N/A,90,11,28,132,10,29,0,10,0,5,15,30,0,0,10,15,0,25,0,0,0,20,0,20,10,0,0,0,0,10,85,7,24,0.04,8,18,546,6,21,
1995,"C2","Moruya High School            ","Country   ",35,27,15,77,4,9,0,15,20,0,25,25,0,10,95,0,13,13,108,6,18,10,25,35,15,N/A,85,13,31,144,8,26,0,0,0,0,15,15,0,10,0,15,0,25,0,5,20,0,0,25,0,0,0,0,0,,65,12,30,0.13,7,16,479,9,27,
1995,"C3","Mulwaree High School          ","Country   ",35,35,16,86,2,3,15,0,0,0,0,25,10,0,50,0,29,29,79,13,30,10,15,20,20,N/A,65,15,35,80,16,36,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,-1.83,15,35,310,15,35,
1995,"C4","Narrabundah College           ","City      ",30,35,15,80,4,7,15,15,15,0,0,5,20,15,85,1,14,15,100,14,22,60,20,30,35,N/A,145,7,12,156,16,20,10,0,5,0,15,30,0,10,0,15,0,25,0,5,0,0,0,5,0,0,0,0,0,,60,19,32,-1.24,20,34,541,16,22,
1995,"C5","Nowra Tech High School        ","Country   ",38,30,16,84,3,4,15,15,0,0,25,25,0,15,95,33,15,48,143,2,6,50,40,30,35,N/A,155,5,10,188,1,11,0,10,5,0,15,30,0,10,10,15,0,35,0,0,0,0,10,10,0,15,0,0,0,15,90,5,20,0.86,5,7,660,1,6,
1995,"C6","Phillip College               ","City      ",25,38,14,77,6,9,0,15,0,0,0,25,30,15,85,0,15,15,100,14,22,40,40,0,15,N/A,95,16,26,176,12,13,10,0,5,0,15,30,15,10,10,15,0,50,5,0,20,0,0,25,0,0,15,0,0,15,120,8,9,-1.06,19,33,568,14,18,
1995,"C7","PLC                           ","City      ",25,34,14,73,11,16,15,15,0,10,0,25,20,20,105,0,20,20,125,6,9,20,0,25,45,N/A,90,18,28,200,8,8,10,10,5,0,15,40,15,10,10,15,0,50,5,5,20,0,10,40,10,0,0,0,0,10,140,4,5,0.41,7,13,628,8,9,
1995,"C8","Queanbeyan High School        ","Country   ",,,,N/A,,,0,0,20,0,0,5,0,15,40,0,13,13,53,16,35,10,5,40,0,N/A,55,16,36,156,5,20,0,0,0,0,15,15,0,10,0,0,0,10,0,0,0,0,0,,0,0,0,0,0,,25,15,35,-1.92,16,36,289,16,36,
1995,"C9","Radford College               ","City      ",30,26,14,70,12,19,15,15,20,20,0,25,0,20,115,20,15,35,150,3,3,5,20,30,45,N/A,100,14,22,200,8,8,0,10,5,5,15,35,15,10,10,15,0,50,5,5,20,0,0,30,10,15,0,0,0,25,140,4,5,0.49,6,11,660,6,6,
1995,"CT","Zoo Crew                      ","Substitute",,,,N/A,,,0,0,0,0,25,25,0,0,50,0,13,13,63,,,0,55,20,5,N/A,80,,,148,,,0,0,5,5,15,25,0,10,0,0,0,10,5,0,20,0,0,25,0,0,0,0,0,,60,,,-1.70,,,351,,,
1995,"D1","St Clare's College            ","City      ",20,34,11,65,17,25,15,15,20,0,5,20,5,15,95,0,10,10,105,13,21,60,10,15,10,N/A,95,16,26,112,20,34,10,10,5,0,15,40,0,10,0,0,0,10,0,5,20,0,0,25,0,0,0,0,0,,75,18,26,-0.06,11,19,452,20,30,
1995,"D2","St Edmund's College           ","City      ",35,32,17,84,2,4,15,15,15,0,25,5,0,25,100,2,13,15,115,9,14,60,60,0,15,N/A,135,9,14,176,12,13,0,0,0,5,15,20,15,10,10,15,0,50,5,0,20,0,0,25,0,0,0,0,0,,95,14,16,0.89,2,6,605,11,12,
1995,"D3","St Peters College             ","City      ",15,31,10,56,19,27,0,0,15,0,0,25,10,20,70,3,15,18,88,17,28,15,30,15,40,N/A,100,14,22,140,19,27,0,0,5,0,15,20,0,10,0,15,0,25,0,0,20,0,10,30,0,15,0,0,0,15,90,16,20,-0.29,14,23,474,19,28,
1995,"D4","Stirling College              ","City      ",30,30,15,75,9,13,15,0,0,0,0,5,30,30,80,5,30,35,115,9,14,60,0,25,0,N/A,85,19,31,168,14,17,0,10,5,0,15,30,0,10,0,15,0,25,5,5,0,20,0,30,10,0,0,0,0,10,95,14,16,-0.26,13,22,538,17,24,
1995,"D5","Sydney Tech. High School      ","City      ",35,40,17,92,1,1,0,15,20,20,25,25,0,20,125,20,12,32,157,2,2,20,60,30,45,N/A,155,6,10,216,2,2,0,0,5,0,15,20,0,10,10,15,0,35,5,0,20,0,10,35,0,0,0,20,0,20,110,12,13,0.04,10,17,730,2,2,
1995,"D6","Wellington High School        ","Country   ",20,39,14,73,6,16,15,0,20,0,0,25,0,15,75,20,12,32,107,7,19,40,25,50,50,N/A,165,3,5,140,9,27,0,10,0,0,15,25,15,10,0,0,0,25,0,0,20,20,0,40,0,0,0,0,0,,90,5,20,1.52,2,2,575,4,17,
1995,"D7","Yanco Ag High School          ","Country   ",,,,N/A,,,15,15,20,0,0,5,20,15,90,2,15,17,107,7,19,0,55,10,35,N/A,100,9,22,124,12,31,0,0,5,0,15,20,0,10,10,15,0,35,5,0,0,0,0,5,0,15,0,0,0,15,75,9,26,-0.83,13,29,406,11,31,
1995,"D8","Yass High School              ","Country   ",15,26,10,51,10,29,0,15,0,0,0,5,10,25,55,0,26,26,81,12,29,60,35,30,45,N/A,170,2,4,172,2,15,10,0,5,5,15,35,0,10,0,15,0,25,5,0,20,0,0,25,10,0,15,0,0,25,110,2,13,1.78,1,1,584,3,15,
1995,"D9","Young Tech High School        ","Country   ",,,,N/A,,,0,15,20,0,25,25,20,15,120,2,0,2,122,4,10,55,0,30,25,N/A,110,7,19,124,12,31,0,0,5,0,15,20,0,10,10,0,0,20,0,5,0,0,0,5,0,0,0,0,0,,45,14,34,-0.30,10,24,401,12,32,
1995,"DT","Monkey Mob                    ","Substitute",,,,N/A,,,15,0,0,20,0,25,0,30,90,20,10,30,120,,,10,25,25,35,N/A,95,,,212,,,0,10,5,5,15,35,15,10,10,15,0,50,5,0,20,0,10,35,0,15,15,20,0,50,170,,,0.44,,,597,,,
