"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
2013,"A1","Bega High School","Country",15,40,,55,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,50,N/A,55,30,30,165,1,7,116,2,10,10,10,5,5,10,40,15,10,10,15,15,65,5,10,20,0,10,45,0,15,0,20,0,35,185,1,1,1.13,1,3,521,1,8
2013,"A2","Burgmann Anglican School 1","City",0,15,0,15,,,15,15,20,0,25,0,0,0,75,0,0,0,75,,16,20,N/A,60,30,0,110,,18,88,,,10,0,5,5,0,20,0,10,10,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,55,,19,-0.53,,,343,,
2013,"A3","Burgmann Anglican School 2","City",0,40,0,40,8,10,15,0,20,0,25,25,0,0,85,0,0,0,85,,13,20,N/A,15,0,35,70,,,104,,16,0,0,0,5,0,5,0,10,10,15,15,50,0,0,0,0,0,0,,,,,,,55,,19,-0.25,,,354,,19
2013,"A4","Canberra Girls Grammar","City",0,15,0,15,,,15,15,0,0,0,0,30,0,60,0,35,35,95,10,10,30,N/A,40,60,10,140,9,11,136,7,7,10,0,5,5,0,20,0,10,0,15,15,40,5,0,0,0,10,15,0,0,15,20,0,35,110,10,11,0.11,10,13,496,9,10
2013,"A5","Canberra Grammar","City",0,20,0,20,,19,15,15,20,0,0,0,30,0,80,0,0,0,80,,14,50,N/A,45,0,60,155,8,10,116,9,10,10,0,5,5,0,20,0,10,10,0,15,35,5,10,0,0,10,25,10,15,0,20,0,45,125,6,7,-0.71,,,496,9,10
2013,"A6","Chevalier College","Country",0,30,0,30,3,16,0,15,0,0,0,0,30,0,45,0,0,0,45,2,,50,N/A,20,20,0,90,5,,104,3,16,10,0,5,0,0,15,0,10,10,0,0,20,5,0,0,0,0,5,0,15,0,0,0,15,55,3,19,-0.67,6,,324,4,
2013,"A7","Daramalan College 1","City",10,40,0,50,5,6,15,15,20,0,0,0,0,0,50,35,35,70,120,6,6,40,N/A,0,60,60,160,7,8,152,5,5,10,0,5,5,10,30,0,10,10,15,15,50,5,10,0,0,10,25,10,0,15,20,0,45,150,2,3,1.12,3,4,632,3,3
2013,"A8","Dickson College","City",,40,,40,8,10,15,15,0,0,25,25,30,0,110,0,35,35,145,4,4,20,N/A,10,40,40,110,,18,144,6,6,10,10,5,5,10,40,0,10,10,15,15,50,0,0,20,0,10,30,10,15,15,0,0,40,160,1,2,1.07,4,5,599,4,4
2013,"B1","Erindale College","City",0,40,0,40,8,10,15,0,20,0,0,25,0,0,60,0,0,0,60,,20,40,N/A,45,40,0,125,,15,108,,14,0,10,5,5,0,20,0,10,10,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,45,,,-0.08,,17,378,,18
2013,"B2","Gungahlin College","City",0,20,0,20,,19,15,15,20,20,25,25,0,0,120,35,35,70,190,1,1,60,N/A,50,30,60,200,1,1,156,4,4,10,0,5,0,10,25,0,10,10,0,0,20,5,0,20,0,10,35,10,15,15,20,0,60,140,4,5,1.96,1,1,706,1,1
2013,"B3","Hawker College","City",0,10,0,10,,,0,15,20,0,25,0,0,0,60,0,35,35,95,10,10,30,N/A,5,20,0,55,,,112,,13,0,10,5,5,10,30,0,10,10,0,0,20,5,0,0,20,10,35,10,15,15,0,0,40,125,6,7,-0.21,,,397,,16
2013,"B4","Lake Tuggeranong College","City",0,15,0,15,,,0,0,0,20,0,0,0,0,20,0,0,0,20,,,30,N/A,5,10,50,95,,,132,8,8,0,0,5,5,0,10,0,10,10,0,0,20,5,0,20,0,10,35,0,0,0,0,0,0,65,,17,-1.01,,,327,,
2013,"B5","Melba Copland Secondary School","City",0,0,0,0,,,15,0,0,20,0,0,0,0,35,0,35,35,70,,17,10,N/A,15,30,0,55,,,68,,,0,10,5,5,0,20,0,10,10,0,0,20,5,0,0,0,0,5,,,,,,,45,,,-0.94,,,238,,
2013,"B6","Merici College","City",20,40,0,60,1,1,15,0,0,0,0,0,0,0,15,0,35,35,50,,,30,N/A,20,30,60,140,9,11,108,,14,10,0,0,5,0,15,0,10,10,0,0,20,,,,,,,,,,,,,35,,,1.00,6,7,393,,17
2013,"B7","Monaro High School","Country",0,25,0,25,5,18,0,15,0,0,0,0,0,0,15,0,0,0,15,5,,10,N/A,0,50,15,75,7,,48,8,,10,0,0,5,0,15,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,6,,-0.12,4,18,188,7,
2013,"B8","Moruya High School","Country",5,40,0,45,2,7,0,15,0,0,0,0,0,0,15,0,0,0,15,5,,40,N/A,30,30,60,160,2,8,100,5,20,0,0,0,5,0,5,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,8,,0.39,3,11,335,3,
2013,"C1","Narrabundah College","City",0,40,0,40,8,10,15,15,0,20,25,0,30,0,105,35,0,35,140,5,5,40,N/A,60,30,40,170,5,5,184,2,2,10,10,0,5,0,25,0,10,10,0,15,35,5,10,0,20,10,45,10,0,15,20,0,45,150,2,3,0.98,7,8,684,2,2
2013,"C2","Queanbeyan High School","City",0,40,0,40,8,10,15,15,0,0,0,0,0,0,30,0,35,35,65,,19,60,N/A,45,30,50,185,2,2,72,,,0,0,5,5,0,10,0,10,10,15,15,50,0,0,0,0,0,0,0,0,0,0,0,0,60,,18,1.79,2,2,422,,13
2013,"C3","Radford College","City",20,40,,60,1,1,0,15,20,0,0,0,0,0,35,35,35,70,105,8,8,50,N/A,50,20,20,140,9,11,96,,,0,0,5,5,10,20,15,10,10,15,15,65,5,0,20,0,10,35,0,0,0,0,0,0,120,8,9,0.02,,16,521,8,8
2013,"C4","Daramalan College 2","City",20,40,0,60,1,1,0,15,0,20,0,0,0,0,35,0,0,0,35,,,30,N/A,55,40,60,185,2,2,116,9,10,0,0,5,5,0,10,0,10,10,0,15,35,0,0,0,0,0,35,0,0,0,0,0,0,80,,14,0.11,,14,476,,12
2013,"C5","St Clare's College","City",5,40,0,45,6,7,15,0,20,0,25,0,30,0,90,35,35,70,160,3,3,10,N/A,45,20,60,135,,14,92,,,10,0,5,0,10,25,0,10,10,15,0,35,5,0,20,0,10,35,0,0,0,0,0,0,95,,12,1.05,5,6,527,7,7
2013,"C6","St Edmund's College","City",0,35,0,35,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40,N/A,60,45,25,170,5,5,92,,,0,0,5,5,0,10,0,10,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,30,,,0.24,9,12,327,,
2013,"C7","St Mary MacKillop College","City",0,0,0,0,,,15,15,20,0,25,25,30,0,130,0,35,35,165,2,2,0,N/A,15,30,0,45,,,68,,,0,0,0,5,10,15,0,10,10,0,0,20,5,10,0,20,10,45,10,15,15,0,0,40,120,8,9,-0.13,,20,398,,15
2013,"C8","St Pauls International College","Country",0,0,0,0,7,,15,15,0,0,0,0,0,0,30,0,0,0,30,4,,0,N/A,30,40,45,115,4,17,80,6,,0,0,0,5,0,5,0,10,10,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,30,5,,-1.50,8,,255,6,
2013,"D1","Sydney Tech. High School","City",20,40,0,60,1,1,15,15,20,20,25,25,0,0,120,0,0,0,120,6,6,40,N/A,10,30,0,80,,,160,3,3,10,10,5,5,0,30,0,10,10,15,0,35,5,10,0,0,10,25,10,15,15,0,0,40,130,5,6,-0.65,,,550,6,6
2013,"D2","Canberra College","City",5,40,0,45,6,7,15,0,20,0,0,0,30,0,65,0,35,35,100,9,9,20,N/A,55,40,60,175,4,4,192,1,1,10,0,5,5,10,30,0,10,10,15,0,35,5,0,0,0,10,15,0,0,0,0,0,0,80,,14,0.66,8,10,592,5,5
2013,"D3","Illawarra Grammar School","City",0,20,0,20,,19,15,0,0,20,0,0,0,0,35,0,35,35,70,,17,10,N/A,15,60,0,85,,,84,,,10,10,0,5,10,35,0,10,10,15,0,35,0,0,0,0,0,0,5,0,0,0,0,5,75,,16,0.10,,15,334,,
2013,"D4","Trinity Christian School","City",0,20,0,20,,19,0,15,15,20,0,0,30,0,80,0,0,0,80,,14,10,N/A,0,40,60,110,,18,104,,16,10,10,0,5,0,25,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,35,,,-0.12,,19,349,,20
