"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
2010,"A1","Bega High School","Country",31,25,17,73,3,10,15,15,20,0,25,0,0,30,105,35,20,55,160,4,19,30,45,0,20,0,95,,,164,1,7,5,10,0,5,0,20,15,5,10,0,20,50,0,5,0,10,0,15,0,0,0,0,0,0,85,2,8,0.53,4,10,577,3,15
2010,"A2","Bomaderry High School","Country",32,30,16,78,2,9,15,15,20,20,0,25,30,0,125,35,15,50,175,2,13,60,30,40,10,10,150,6,19,136,2,11,0,0,0,5,0,5,0,0,10,15,20,45,10,5,0,10,0,25,0,10,0,0,0,10,85,2,8,1.07,1,6,624,2,12
2010,"A3","Burgmann Anglican School","City",39,25,17,81,5,6,15,15,20,0,25,25,0,30,130,35,20,55,185,9,9,50,10,10,20,50,140,,,152,8,9,5,0,0,5,0,10,0,5,0,15,0,20,0,0,20,0,0,20,0,0,0,0,0,0,50,,,-0.11,,,608,,13
2010,"A4","Canberra Grammar 1","City",30,35,15,80,6,7,15,15,20,20,25,25,30,30,180,35,30,65,245,1,1,40,60,20,0,50,170,8,12,172,5,5,5,0,0,5,0,10,15,5,10,15,0,45,0,5,0,10,0,15,15,0,0,15,0,30,100,2,2,1.65,2,2,767,2,2
2010,"A5","Canberra Grammar 2","City",27,30,16,73,8,10,15,15,20,20,0,25,0,30,125,35,35,70,195,7,7,0,60,10,15,10,95,,,84,,,0,0,0,0,0,0,0,0,10,0,0,10,10,5,20,0,0,35,15,0,0,0,0,15,60,,20,-0.30,,,507,,
2010,"A6","Canberra Girls Grammar","City",40,20,20,80,6,7,15,15,20,0,25,25,0,30,130,20,35,55,185,9,9,10,25,0,35,15,85,,,132,,14,5,0,15,5,0,25,0,5,10,0,0,15,10,0,20,10,0,40,0,0,0,15,0,15,95,4,4,0.29,10,15,577,,15
2010,"A7","Chevalier College, Bowral","City",0,0,0,0,,,15,15,20,20,25,25,30,30,180,35,30,65,245,1,1,20,20,60,25,30,155,,16,96,,,0,0,0,5,0,5,0,5,10,0,0,15,10,5,0,10,0,25,0,0,0,0,0,0,45,,,-0.04,,19,541,,20
2010,"A8","Cootamundra High School","Country",28,30,15,73,3,10,15,15,20,20,0,0,0,0,70,35,15,50,120,7,,5,60,10,20,60,155,5,16,136,2,11,5,0,0,5,0,10,0,5,10,15,20,50,0,0,0,0,0,0,0,0,0,0,0,0,60,5,20,0.49,5,11,544,4,19
2010,"A9","Daramalan College","City",31,25,15,71,,16,15,15,0,20,0,25,0,30,105,15,35,50,155,,,30,15,60,25,20,150,,19,204,2,2,5,0,15,0,0,20,0,5,10,0,0,15,10,5,0,10,0,25,15,0,0,0,0,15,75,8,11,0.11,,17,655,8,9
2010,"B1","Dickson College","City",26,25,15,66,,,15,15,0,20,25,25,30,30,160,35,35,70,230,3,3,30,0,0,35,60,125,,,112,,,5,0,0,5,0,10,0,5,10,0,0,15,10,5,0,10,0,25,0,10,0,0,15,25,75,8,11,1.11,5,5,608,,13
2010,"B2","Hawker College","City",27,20,13,60,,,15,15,20,20,25,25,0,30,150,35,15,50,200,6,6,30,40,50,50,20,190,4,5,168,6,6,5,0,0,5,0,10,0,5,10,0,0,15,10,5,0,0,0,15,15,0,0,0,15,30,70,,16,-0.79,,,688,3,3
2010,"B3","Lake Ginninderra College","City",32,20,13,65,,,15,15,20,20,0,25,30,0,125,35,15,50,175,,13,30,10,0,25,20,85,,,76,,,5,0,0,5,0,10,0,5,10,0,0,15,10,5,0,10,0,25,15,0,0,0,0,15,65,,19,-1.61,,,466,,
2010,"B4","Lake Tuggeranong College","City",0,0,0,0,,,15,15,20,0,0,0,0,0,50,15,7,22,72,,,10,0,60,35,0,105,,,88,,,0,0,0,0,0,0,0,0,10,0,0,10,10,5,0,10,0,25,10,0,0,0,0,10,45,,,-1.96,,,310,,
2010,"B5","Lumen Catholic College","City",26,30,14,70,,18,15,15,0,20,25,0,0,30,105,35,35,70,175,,13,30,60,30,25,40,185,6,8,184,4,4,5,0,0,0,0,5,0,5,10,0,0,15,0,5,20,10,0,35,0,0,0,0,0,0,55,,,0.92,6,8,669,6,7
2010,"B6","MacKillop Catholic College","City",27,25,15,67,,,15,15,20,0,25,0,0,0,75,15,8,23,98,,,50,0,50,30,60,190,4,5,76,,,5,0,0,5,0,10,0,5,10,0,0,15,10,5,0,0,0,15,0,0,0,0,0,0,40,,,0.05,,18,471,,
2010,"B7","Marist College","City",28,25,17,70,,18,15,15,20,20,0,25,0,30,125,20,15,35,160,,19,30,15,60,30,10,145,,,112,,,5,0,0,5,0,10,0,5,10,15,0,30,10,5,20,10,0,45,0,0,0,0,0,0,85,7,8,-1.19,,,572,,17
2010,"B8","Melba Copland Secondary School","City",0,0,0,0,,,15,15,20,20,0,25,0,30,125,35,30,65,190,8,8,40,50,60,35,10,195,3,3,52,,,0,0,15,5,0,20,0,0,10,15,0,25,0,5,0,0,0,5,0,0,0,0,0,0,50,,,-0.95,,,487,,
2010,"B9","Merici College","City",34,20,16,70,,18,15,15,20,20,0,25,0,30,125,10,20,30,155,,,40,0,25,35,0,100,,,144,9,10,0,0,0,5,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,15,,,0.32,9,14,484,,
2010,"C1","Moruya High School","Country",33,20,15,68,6,,15,15,0,20,25,0,30,0,105,35,35,70,175,2,13,20,25,60,40,5,150,6,19,88,8,,5,0,0,0,0,5,0,5,10,0,0,15,10,5,0,10,0,25,0,0,0,0,0,0,45,7,,-0.18,7,,526,5,
2010,"C2","Moss Vale High School","Country",32,25,16,73,3,10,15,15,0,0,0,25,0,0,55,20,7,27,82,10,,50,25,15,55,40,185,3,8,92,7,,5,0,0,5,0,10,0,5,10,0,0,15,0,5,0,0,0,5,0,0,0,0,0,0,30,9,,-0.76,9,,462,8,
2010,"C3","Mulwaree High School","Country",0,0,0,0,8,,15,15,0,20,25,25,0,0,100,0,11,11,111,8,,0,35,0,40,20,95,,,60,9,,0,0,0,5,0,5,0,0,0,0,20,20,10,0,0,10,0,20,0,0,0,0,0,0,45,7,,-0.49,8,,311,10,
2010,"C4","Narrabundah College","City",38,35,19,92,2,2,15,15,20,20,25,25,0,30,150,35,35,70,220,4,4,30,50,0,60,60,200,2,2,216,1,1,5,0,0,5,0,10,0,5,10,0,20,35,10,5,20,10,0,45,15,10,15,0,15,55,145,1,1,1.21,4,4,873,1,1
