"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
2000,"A1","Batemans Bay High School","Country",0,0,0,0,,,15,15,15,0,0,0,30,5,80,0,0,0,80,,,15,30,35,55,N/A,135,4,11,120,,,10,0,5,5,15,35,0,10,0,0,0,10,5,5,0,0,10,20,,,,,,,65,,,-0.06,7,18,400,,
2000,"A2","Bega High School","Country",27,32,15,74,3,8,15,15,20,0,25,25,30,20,150,4,0,4,154,3,10,35,5,30,60,N/A,130,5,12,164,1,12,0,10,5,5,15,35,15,10,0,15,15,55,5,5,0,0,10,20,0,15,0,20,20,55,165,1,4,1.22,1,2,687,2,7
2000,"A3","Bega Valley Christian College","Country",29,10,10,49,9,,15,15,20,20,0,0,0,20,90,14,19,33,123,6,,60,45,30,20,N/A,155,2,6,132,7,,0,10,5,5,15,35,0,10,10,0,0,20,5,5,0,0,10,20,,,,,,,75,,,-0.25,10,,534,5,19
2000,"A4","Bowral High School","Country",27,25,13,65,5,14,15,15,20,20,0,0,0,20,90,16,0,16,106,9,,0,40,30,10,N/A,80,,,132,7,,0,10,5,5,15,35,15,0,10,0,0,25,5,5,0,20,10,40,10,15,0,0,0,25,125,3,9,-0.88,,,508,6,
2000,"A5","Braidwood Central","Country",0,0,0,0,,,15,0,15,0,0,0,0,0,30,4,0,4,34,,,10,20,25,20,N/A,75,,,156,3,16,0,10,0,5,0,15,0,10,10,0,15,35,5,5,0,0,0,10,0,15,0,0,0,15,75,,,-0.72,,,340,,
2000,"A6","Canberra College Weston","City",40,40,16,96,1,1,15,15,20,20,25,25,30,30,180,11,10,21,201,2,2,30,30,30,25,N/A,115,10,16,188,7,7,10,10,5,5,0,30,15,10,10,0,15,50,5,0,0,0,10,15,10,15,15,0,0,40,135,5,7,1.17,3,4,735,4,4
2000,"A7","Canberra College Woden","City",35,28,17,80,4,5,15,0,20,0,25,25,15,5,105,23,0,23,128,,16,40,30,60,0,N/A,130,8,12,200,2,2,10,10,5,5,15,45,15,10,0,0,15,40,5,5,0,0,10,20,10,15,0,0,0,25,130,6,8,0.03,9,14,668,8,10
2000,"A8","Canberra Girls Grammar","City",25,28,17,70,8,11,15,10,20,20,0,25,0,20,110,8,10,18,128,,16,25,45,60,0,N/A,130,8,12,136,,,0,10,5,5,15,35,15,10,0,0,15,40,5,5,0,20,10,40,10,0,0,0,0,10,125,7,9,0.43,8,12,589,10,12
2000,"A9","Canberra Grammar","City",24,35,15,74,6,8,15,15,20,20,25,0,30,5,130,14,18,32,162,7,8,60,25,0,30,N/A,115,10,16,192,6,6,10,10,0,5,15,40,15,10,10,15,15,65,5,5,0,20,10,40,10,15,0,0,0,25,170,3,3,0.62,7,10,713,5,5
2000,"B1","Chevalier College","Country",31,39,18,88,1,4,15,15,10,20,25,25,30,0,140,13,1,14,154,3,10,5,30,25,40,N/A,100,10,,128,9,,10,10,5,5,15,45,0,10,0,0,15,25,5,5,0,0,10,20,,,,,,,90,8,,-0.14,9,,560,3,15
