"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
1999,"B4","Hawker College","City",30,24,10,64,10,13,0,0,0,20,25,10,0,18,73,5,10,15,88,,,20,15,30,5,55,125,,,120,,,10,0,0,5,15,30,15,0,10,15,15,55,0,0,0,0,0,0,0,0,0,0,0,0,85,,,-1.49,,,482,,,
1999,"B5","Lake Ginninderra College","City",25,37,13,75,6,7,15,0,20,20,25,15,18,30,143,15,14,29,172,2,2,10,60,40,5,50,165,7,11,232,1,1,10,10,5,5,15,45,15,0,10,15,15,55,5,5,20,0,10,40,0,15,15,0,0,30,170,2,2,1.16,2,3,814,2,2,
1999,"B6","Lake Tuggeranong College","City",28,37,19,84,1,1,15,15,20,0,25,15,8,23,121,15,6,21,142,8,10,25,50,0,35,30,140,,17,204,6,7,10,10,5,5,15,45,15,10,10,15,15,65,5,5,20,0,10,40,0,15,0,0,0,15,165,3,3,0.53,5,7,735,4,5,
1999,"B7","Leeton High School","Country",16,9,8,33,7,,10,0,20,20,12,10,18,14,104,5,6,11,115,8,18,50,25,20,60,25,180,3,8,176,3,12,10,10,5,5,15,45,5,5,0,0,10,20,,,,,,,,,,,,,65,,,0.47,3,9,569,5,18,
1999,"B8","MacKillop Catholic College","City",24,27,15,66,9,12,0,0,0,20,25,10,18,7,80,5,8,13,93,,,30,5,35,40,25,135,,19,112,,,0,0,5,5,15,25,15,0,10,15,0,40,5,5,20,0,0,30,0,15,0,0,0,15,110,10,13,-0.14,,20,516,,,
1999,"B9","Marian College","Country",,,,N/A,,,0,0,20,20,25,10,0,7,82,10,25,35,117,7,17,0,55,20,0,55,130,8,,120,,,0,0,5,5,0,10,15,0,10,15,0,40,0,0,20,0,0,20,0,0,0,0,0,0,70,10,,0.11,6,14,437,,,
1999,"C1","Marist College","City",29,11,10,50,,19,10,15,20,0,12,15,8,7,87,5,12,17,104,,,60,10,40,0,35,145,,16,196,8,10,0,10,5,5,15,35,15,0,10,15,15,55,0,5,20,0,0,25,10,0,0,0,0,10,125,8,8,-1.59,,,620,,15,
1999,"C2","Merici College","City",27,12,8,47,,,15,0,20,20,25,10,8,7,105,3,10,13,118,10,16,60,0,45,20,5,130,,,116,,,0,10,5,5,15,35,0,0,0,15,15,30,0,0,20,0,0,20,0,0,0,0,0,0,85,,,-0.75,,,496,,,
1999,"C3","Monaro High School","Country",28,19,12,59,4,15,15,15,20,0,25,10,0,14,99,5,20,25,124,5,14,10,45,20,25,50,150,5,14,168,4,13,10,10,5,5,15,45,0,0,10,0,15,25,0,0,20,0,0,20,0,0,0,0,0,0,90,7,,-0.07,8,18,591,4,17,
1999,"C4","Moruya High School","Country",28,33,15,76,1,6,15,15,10,0,25,10,30,4,109,2,10,12,121,6,15,0,50,30,20,25,125,,,156,6,17,0,10,0,5,0,15,0,0,10,15,0,25,5,0,0,0,0,5,0,0,0,0,0,0,45,,,-1.38,,,523,7,20,
1999,"C5","Mulwaree High School","Country",,,,N/A,,,0,0,0,20,25,5,18,0,68,6,10,16,84,,,40,10,30,20,5,105,,,136,10,,0,0,0,5,0,5,15,0,0,15,0,30,0,5,20,0,0,25,10,0,0,0,0,10,70,10,,-0.41,,,395,,,
1999,"C6","Narrabundah College","City",27,38,14,79,3,3,15,15,0,20,25,20,10,30,135,3,20,23,158,3,3,20,35,5,25,40,125,,,204,6,7,10,10,5,5,15,45,0,10,10,15,15,50,5,5,20,20,0,50,0,15,0,0,0,15,160,4,4,0.38,7,10,726,6,7,
1999,"C7","Lake Ginninderra 2","Substitute",,,,N/A,,,15,0,20,0,25,10,18,30,118,15,10,25,143,,,50,20,40,20,10,140,,,180,,,10,10,0,5,0,25,0,10,10,0,15,35,0,0,20,0,0,20,0,0,0,0,0,0,80,,,0.42,,,543,,,
1999,"C8","Radford College","City",25,33,15,73,7,8,15,0,0,20,25,15,0,18,93,3,10,13,106,,,40,60,55,55,10,220,1,1,160,10,15,10,10,0,5,0,25,15,0,10,15,15,55,5,5,20,0,10,40,10,0,15,0,0,25,145,6,6,0.84,4,5,704,7,8,
1999,"C9","Karabar High School","Country",,,,N/A,,,15,15,20,20,25,10,10,0,115,5,12,17,132,4,13,10,35,30,50,10,135,6,19,88,,,0,10,0,5,15,30,15,0,10,15,15,55,0,0,0,0,0,0,0,0,0,0,0,0,85,8,,-0.54,,,440,,,
1999,"D1","St Clare's College","City",30,14,12,56,,17,15,15,20,20,25,10,0,24,129,5,13,18,147,5,6,20,0,60,50,35,165,7,11,160,10,15,0,10,0,5,15,30,15,0,10,15,15,55,5,5,0,0,0,10,0,15,0,0,0,15,110,10,13,0.50,6,8,638,10,11,
1999,"D2","St Edmund's College","City",30,21,12,63,,14,0,15,20,20,12,5,8,14,94,3,8,11,105,,,20,50,35,10,35,150,10,14,148,,,0,10,0,5,0,15,15,0,10,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,55,,,0.14,8,12,521,,,
1999,"D3","Sydney Tech. High School","City",31,37,15,83,2,2,15,15,20,20,25,10,8,14,127,6,14,20,147,5,6,35,60,20,40,10,165,7,11,208,5,6,0,10,0,5,0,15,15,0,10,15,15,55,0,0,20,0,10,30,0,0,15,20,0,35,135,7,7,-0.34,,,738,3,4,
1999,"D4","Ulladulla High School","Country",,,,N/A,,,0,0,20,20,25,5,18,0,88,5,16,21,109,9,20,40,0,35,35,25,135,6,19,132,,,0,0,5,5,15,25,0,0,10,15,0,25,0,0,15,5,0,20,0,0,0,0,0,0,70,10,,-0.63,,,446,10,,
1999,"D5","Wagga Wagga T H","Country",16,29,13,58,5,16,0,15,20,20,12,25,8,30,130,5,10,15,145,2,8,40,5,15,40,30,130,8,,168,4,13,0,10,5,5,0,20,15,0,10,0,15,40,5,5,20,0,0,30,0,15,15,0,0,30,120,2,11,-0.05,7,17,621,3,14,
1999,"D6","Wellington High School","Country",,,,N/A,,,15,0,0,20,25,10,18,0,88,8,10,18,106,10,,20,20,25,30,35,130,8,,120,,,10,10,0,5,0,25,15,10,10,15,15,65,0,5,20,0,10,35,0,0,0,0,0,0,125,1,8,0.26,4,11,481,8,,
1999,"D7","Yass High School","Country",,,,N/A,,,15,15,0,0,25,15,10,0,80,4,21,25,105,,,30,15,35,10,35,125,,,156,6,17,0,10,5,5,15,35,0,0,10,15,15,40,5,0,0,0,0,5,,,,,,,80,9,,-0.53,,,466,9,,
1999,"D8","Young Tech High School","Country",,,,N/A,,,0,0,0,20,0,0,18,7,45,5,3,8,53,,,10,5,30,15,25,85,,,152,8,19,0,0,0,5,15,20,0,0,10,15,15,40,5,5,20,0,0,30,10,0,0,0,0,10,100,5,18,0.12,5,13,390,,,
1999,"D9","Ring-ins","Substitute",,,,N/A,,,0,15,0,20,25,0,0,7,67,10,5,15,82,,,20,45,25,60,20,170,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.71,,,252,,,
