"Year","Code","Name","Loc","PC1","PC2","PC3","PCTotal","PCLRank","PCORank","GC1","GC2","GC3","GC4","GC5","GC6","GC7","GC8","GC1_8","GC9","GC10","GC9_10","GCTotal","GCLRank","GCORank","SCR1","SCR2","SCR3","SCR4","SCR5","SCTotal","SCLRank","SCORank","CCTotal","CCLRank","CCORank","RC1","RC2","RC3","RC4","RC5","RC1_5","RC6","RC7","RC8","RC9","RC10","RC6_10","RC11","RC12","RC13","RC14","RC15","RC11_15","RC16","RC17","RC18","RC19","RC20","RC16_20","RCTotal","RCLRank","RCORank","ZScore","ZSLRank","ZSORank","ALLCTotal","ALLCLRank","ALLCORank"
1998,"C4","Monaro High School","City",20,34,16,70,9,9,0,15,0,20,25,0,0,0,60,31,11,42,102,16,17,30,50,50,20,35,185,6,6,116,13,13,10,10,0,0,0,20,15,0,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,45,28,30,0.14,11,12,518,17,18,
1998,"C5","Moruya High School","City",40,39,15,94,1,1,15,15,15,20,25,25,30,30,175,35,6,41,216,1,1,50,20,30,45,15,160,15,15,128,8,8,10,10,5,0,15,40,0,10,10,0,0,20,5,5,0,20,10,40,10,15,0,0,0,25,125,4,4,1.50,1,1,723,2,2,
1998,"C6","Mulwaree High School","City",0,0,0,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,10,30,35,10,25,110,29,31,112,15,15,0,10,5,5,15,35,0,10,10,15,0,35,5,5,20,0,10,40,0,15,0,0,0,15,125,4,4,-0.32,21,23,347,30,32,
1998,"C7","Narrabundah College","City",19,31,14,64,12,12,15,15,20,20,25,25,30,15,165,15,4,19,184,3,4,10,40,0,60,45,155,17,18,80,24,26,10,10,0,5,0,25,15,10,10,0,15,50,5,5,0,20,0,30,0,0,0,0,0,0,105,11,12,0.04,13,15,588,8,9,
1998,"C8","Queanbeyan High School","City",0,0,0,0,27,28,0,15,20,15,25,0,0,0,75,5,1,6,81,23,24,0,60,20,60,0,140,22,23,72,29,31,0,10,0,0,0,10,0,10,10,0,0,20,0,5,0,0,10,15,0,0,0,0,0,0,45,28,30,-0.83,34,36,338,31,33,
1998,"C9","Radford College               ","City      ",32,20,16,68,11,11,0,15,0,0,0,25,0,0,40,5,0,5,45,33,35,40,50,30,25,15,160,15,15,112,15,15,10,10,0,0,0,20,15,0,10,0,0,25,5,5,0,0,10,20,0,0,0,0,0,0,65,21,23,-0.51,26,28,450,20,21,
1998,"CT","rb                            ","Substitute",0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,N/A,30,120,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-1.98,,,120,,,
1998,"D1","Shoalhaven High School","City",33,10,14,57,14,14,15,0,20,0,25,25,0,10,95,15,0,15,110,13,14,50,0,10,20,55,135,24,25,144,7,7,0,10,0,5,0,15,0,0,10,0,0,10,5,5,0,0,10,20,10,0,0,0,20,30,75,17,19,0.29,8,9,521,16,17,
1998,"D2","St Clare's College","City",37,20,17,74,7,7,15,15,20,20,0,0,0,15,85,0,15,15,100,18,19,60,40,20,40,60,220,1,1,128,8,8,10,0,5,0,15,30,0,10,10,0,0,20,5,5,0,0,0,10,0,0,15,0,0,15,75,17,19,1.27,2,3,597,6,7,
1998,"D3","St Edmund's College","City",0,0,0,0,27,28,0,15,15,15,0,25,0,0,70,15,3,18,88,22,23,0,30,40,25,40,135,24,25,84,21,22,0,0,0,0,0,0,0,10,10,10,0,30,0,0,0,20,0,20,0,0,0,0,0,0,50,26,28,-0.53,28,30,357,29,31,
1998,"D4","Sydney Tech. High School      ","City      ",29,30,17,76,6,6,0,15,20,20,25,0,0,0,80,35,0,35,115,12,13,40,40,30,50,25,185,6,6,176,1,1,10,10,0,0,0,20,15,0,10,0,0,25,5,5,0,0,10,20,10,15,15,0,0,40,105,11,12,-0.34,22,24,657,4,4,
1998,"D5","Wagga Wagga T H               ","Country   ",16,12,12,40,1,23,15,15,15,20,25,25,30,10,155,35,4,39,194,1,2,60,40,30,0,30,160,1,15,108,1,18,10,10,0,0,15,35,0,10,10,0,15,35,5,5,0,0,0,10,10,15,15,0,0,40,120,1,7,1.33,1,2,622,1,5,
1998,"D6","Wellington High School","City",0,0,0,0,27,28,0,15,0,15,25,0,0,0,55,10,0,10,65,31,33,15,10,25,10,30,90,31,33,68,31,33,0,10,0,0,15,25,0,10,10,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,50,26,28,-0.81,33,35,273,33,35,
1998,"D7","Yass High School","City",17,10,12,39,23,24,0,15,0,15,25,0,0,0,55,35,2,37,92,20,21,45,45,0,40,60,190,5,5,52,33,35,0,10,0,0,15,25,0,10,0,0,0,10,0,5,0,0,0,5,0,0,0,0,0,0,40,32,34,-0.07,16,18,413,23,24,
1998,"D8","Young Tech High School","City",0,0,0,0,27,28,15,0,0,15,0,25,0,0,55,0,0,0,55,32,34,45,10,25,0,25,105,30,32,44,34,36,0,10,0,0,0,10,0,0,10,0,15,25,5,5,0,0,0,10,0,0,0,0,0,0,45,28,30,-0.04,15,17,249,34,36,
1998,"D9","Zippy Ginninderra","City",28,10,14,52,18,18,0,15,20,15,25,25,0,0,100,30,0,30,130,10,11,60,40,40,30,0,170,11,11,120,11,11,10,0,5,0,15,30,0,10,10,15,15,50,5,5,0,0,0,10,0,15,0,0,0,15,105,11,12,0.24,10,11,577,10,11,
1998,"DT","Zo","Substitute",0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,N/A,N/A,90,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.16,,,90,,,
